source_group,price,area_total,rooms,floor,floors_total,address,metro,metro_walk_min,kitchen_area,walls,link
all-novokosino,34900000,110.0,3,10,16,"3к, 110м², 10/16 этаж, ул. Союзный проспект, 22, Москва, квартира",На карте Новогиреево,6,20.0,Монолитно-Каркасные,https://msk.etagi.com/realty/9937587/
all-novo_peredelkino,21000000,63.0,2,9,17,"2к, 63м², 9/17 этаж, ул. Лукинская, 7, Москва, квартира",На карте Новопеределкино,17,9.0,Панельные,https://msk.etagi.com/realty/12161830/
all-novo_peredelkino,10500000,24.0,0,17,24,"24м², 17/24 этаж, ул. Производственная, 19к1, Москва, квартира",На карте Боровское шоссе,11,9.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/12178395/
all-obruchevskii,42900000,47.6,2,18,25,"2к, 47.6м², 18/25 этаж, ул. Академика Челомея, 1а, Москва, квартира",Воронцовская,8,23.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12098813/
all-obruchevskii,32500000,52.9,2,21,24,"2к, 52.9м², 21/24 этаж, ул. Новаторов, 4к5, Москва, квартира",Новаторская,8,10.0,Монолитные,https://msk.etagi.com/realty/12191306/
all-orehovo_borisovo_ug,4200000,13.8,,8,12,"14м², 8/12 этаж, ул. Ясеневая, 34, Москва, комната",Зябликово,12,,Панельные,https://msk.etagi.com/realty/10322368/
all-orehovo_borisovo_ug,18500000,38.6,1,9,12,"1к, 38.6м², 9/12 этаж, ул. Каширское шоссе, 65к3, Москва, квартира",Зябликово Домодедовская,21,11.0,Монолитные,https://msk.etagi.com/realty/12121747/
all-orehovo_borisovo_ug,16500000,52.1,2,2,12,"2к, 52.1м², 2/12 этаж, ул. Елецкая, 8к2, Москва, квартира",Зябликово Домодедовская,12,8.8,Панельные,https://msk.etagi.com/realty/12193150/
all-orehovo_borisovo_ug,17950000,53.7,2,2,16,"2к, 53.7м², 2/16 этаж, ул. Елецкая, 18, Москва, квартира",На карте Красногвардейская Зябликово,15,8.4,Панельные,https://msk.etagi.com/realty/12232789/
all-orehovo_borisovo_ug,16000000,15.0,2,5,9,"2к, 15м², 5/9 этаж, ул. Ясеневая, 21к2, Москва, квартира",Домодедовская,17,6.0,Панельные,https://msk.etagi.com/realty/12252243/
all-orehovo_borisovo_ug,21000000,55.0,2,2,25,"2к, 55м², 2/25 этаж, ул. Ясеневая, 12к6, Москва, квартира",На карте Красногвардейская Зябликово,23,10.0,Панельные,https://msk.etagi.com/realty/12254493/
all-orehovo_borisovo_sever,32500000,100.7,4,22,22,"4к, 100.7м², 22/22 этаж, ул. Маршала Захарова, 6к3, Москва, квартира",Орехово,21,10.0,Панельные,https://msk.etagi.com/realty/10638054/
all-orehovo_borisovo_sever,2500000,46.2,2,12,12,"2к, 46.2м², 12/12 этаж, ул. Домодедовская, 22к1, Москва, квартира",На карте Красногвардейская Домодедовская,11,8.0,Панельные,https://msk.etagi.com/realty/11748618/
all-orehovo_borisovo_sever,22000000,55.9,3,5,9,"3к, 55.9м², 5/9 этаж, ул. Шипиловская, 10, Москва, квартира",Орехово,8,9.0,Панельные,https://msk.etagi.com/realty/11919942/
all-orehovo_borisovo_sever,23000000,75.0,3,2,17,"3к, 75м², 2/17 этаж, ул. Маршала Захарова, 14к1, Москва, квартира",Орехово,15,14.0,Блоки железобетонные,https://msk.etagi.com/realty/12026745/
all-orehovo_borisovo_sever,6500000,14.5,0,1,12,"14.5м², 1/12 этаж, ул. Каширское шоссе, 106, Москва, квартира",Домодедовская,3,9.0,Панельные,https://msk.etagi.com/realty/12080185/
all-ostankinskii,21260000,40.0,1,3,24,"1к, 40м², 3/24 этаж, ул. Годовикова, 11к1, Москва, квартира",Всего,11,12.8,Панельные,https://msk.etagi.com/realty/10180333/
all-ostankinskii,45500000,98.0,4,2,5,"4к, 98м², 2/5 этаж, ул. Годовикова, 5, Москва, квартира",На карте Алексеевская,9,9.0,Блочные,https://msk.etagi.com/realty/11722281/
all-ostankinskii,30350000,71.2,3,20,35,"3к, 71.2м², 20/35 этаж, ул. Годовикова, 11а, Москва, квартира",Алексеевская,12,10.5,Монолитно-Кирпичный,https://msk.etagi.com/realty/12066448/
all-ostankinskii,3990000,38.1,1,6,22,"1к, 38.1м², 6/22 этаж, ул. Академика Королёва, 4к1, Москва, квартира",На карте ВДНХ,12,9.0,Панельные,https://msk.etagi.com/realty/12090807/
all-ostankinskii,15500000,37.7,2,4,9,"2к, 37.7м², 4/9 этаж, ул. Мурманский проезд, 6, Москва, квартира",На карте Алексеевская,12,7.6,Блочные,https://msk.etagi.com/realty/12178005/
all-otradnoe,15340000,52.1,2,2,12,"2к, 52.1м², 2/12 этаж, ул. Олонецкая, 15б, Москва, квартира",Отрадное,21,9.0,Панельные,https://msk.etagi.com/realty/12029542/
all-otradnoe,17500000,51.0,2,4,17,"2к, 51м², 4/17 этаж, ул. Ясный проезд, 8к2, Москва, квартира",На карте Бибирево,32,9.5,Панели железобетонные,https://msk.etagi.com/realty/12031016/
all-otradnoe,22500000,52.4,2,11,12,"2к, 52.4м², 11/12 этаж, ул. Хачатуряна, 18, Москва, квартира",Отрадное,3,8.6,Панельные,https://msk.etagi.com/realty/12065752/
all-otradnoe,18000000,52.2,2,14,16,"2к, 52.2м², 14/16 этаж, ул. Хачатуряна, 4, Москва, квартира",На карте Владыкино,14,8.0,Железобетонные,https://msk.etagi.com/realty/12233654/
all-otradnoe,14100000,39.0,1,1,12,"1к, 39м², 1/12 этаж, ул. Алтуфьевское шоссе, 26а, Москва, квартира",На карте Дегунино,14,9.0,Железобетонные,https://msk.etagi.com/realty/12261591/
all-ochakovo_matveevskoe,32000000,58.3,2,18,18,"2к, 58.3м², 18/18 этаж, ул. Озёрная, 9к3, Москва, квартира",Мичуринский проспект Очаково,11,9.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12147461/
all-ochakovo_matveevskoe,30999000,62.8,2,23,33,"2к, 62.8м², 23/33 этаж, ул. проезд Стройкомбината, 1, Москва, квартира",Очаково,5,24.0,Монолитные железо-керамзитно бетонные,https://msk.etagi.com/realty/12158818/
all-ochakovo_matveevskoe,20331000,57.2,2,3,5,"2к, 57.2м², 3/5 этаж, ул. Большая Очаковская, 16, Москва, квартира",Очаково,8,9.0,Кирпичные,https://msk.etagi.com/realty/12183933/
all-ochakovo_matveevskoe,22300000,40.0,1,4,27,"1к, 40м², 4/27 этаж, ул. Озёрная, 9, Москва, квартира",Очаково,11,10.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12236691/
all-perovo,13500000,49.8,2,6,18,"2к, 49.8м², 6/18 этаж, ул. Электродная, 2а, Москва, апартаменты",а На карте Шоссе Энтузиастов,5,7.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12147247/
all-perovo,26500000,73.0,3,12,16,"3к, 73м², 12/16 этаж, ул. Новогиреевская, 5ак1, Москва, квартира",Перово,18,9.0,Монолитные,https://msk.etagi.com/realty/12160336/
all-perovo,57000000,160.0,4,19,21,"4к, 160м², 19/21 этаж, ул. Новогиреевская, 5ак2, Москва, квартира",Перово,20,20.0,Монолитные,https://msk.etagi.com/realty/12161969/
all-perovo,14000000,41.0,1,6,21,"1к, 41м², 6/21 этаж, ул. Новогиреевская, 5ак2, Москва, квартира",Перово,20,10.0,Монолитные,https://msk.etagi.com/realty/12177501/
all-perovo,27600000,77.0,2,12,21,"2к, 77м², 12/21 этаж, ул. Новогиреевская, 5ак2, Москва, квартира",Перово,20,16.2,Монолитные,https://msk.etagi.com/realty/12253015/
all-perovo,25000000,73.3,3,10,16,"3к, 73.3м², 10/16 этаж, ул. Новогиреевская, 5ак1, Москва, квартира",Перово,18,7.5,Монолитные,https://msk.etagi.com/realty/12262699/
all-pechatniki,13000000,43.5,2,6,9,"2к, 43.5м², 6/9 этаж, ул. Шоссейная, 28, Москва, квартира",Люблино,12,9.0,Панельные,https://msk.etagi.com/realty/11748478/
all-pechatniki,20000000,46.9,1,15,17,"1к, 46.9м², 15/17 этаж, ул. Гурьянова, 2к1, Москва, квартира",Печатники,6,12.1,Панельные,https://msk.etagi.com/realty/12241729/
all-pechatniki,30500000,55.8,2,9,30,"2к, 55.8м², 9/30 этаж, ул. Волгоградский проспект, 32/5к1, Москва, квартира",Угрешская,6,16.2,Монолитные,https://msk.etagi.com/realty/12265690/
all-pokrovskoe_strehnevo,27000000,65.1,2,22,30,"2к, 65.1м², 22/30 этаж, ул. Строительный проезд, 9, Москва, квартира",На карте Тушинская,21,22.1,Монолитный железобетонный каркас,https://msk.etagi.com/realty/12041833/
all-pokrovskoe_strehnevo,14950000,42.4,1,1,14,"1к, 42.4м², 1/14 этаж, ул. Малая Набережная, 7к1, Москва, квартира",всё в радиусе,5,9.6,Панельные,https://msk.etagi.com/realty/12246568/
all-pokrovskoe_strehnevo,12800000,28.6,0,7,23,"28.6м², 7/23 этаж, ул. Волоколамское шоссе, 71/22к3, Москва, апартаменты",На карте Тушинская,8,5.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12261619/
all-pokrovskoe_strehnevo,18400000,37.0,1,3,53,"1к, 37м², 3/53 этаж, ул. Волоколамское шоссе, 95/2, Москва, квартира",Трикотажная,5,12.0,Кирпичные,https://msk.etagi.com/realty/12262504/
all-preobrazenskoe,23900000,38.4,1,13,20,"1к, 38.4м², 13/20 этаж, ул. Лермонтовская, 1, Москва, квартира",Преображенская площадь,12,10.0,Монолитно-заливные,https://msk.etagi.com/realty/11791320/
all-preobrazenskoe,88600000,103.6,5,2,10,"5к, 103.6м², 2/10 этаж, ул. Преображенская, 5/7, Москва, квартира",минут пешком или,7,8.4,Кирпичные,https://msk.etagi.com/realty/12191191/
all-preobrazenskoe,13500000,36.0,1,2,5,"1к, 36м², 2/5 этаж, ул. 2-я Пугачёвская, 10к2, Москва, квартира",Семёновская Преображенская площадь,12,5.0,Монолитно-Каркасные,https://msk.etagi.com/realty/12206520/
all-presnenskii,59800000,97.3,3,5,22,"3к, 97.3м², 5/22 этаж, ул. Шмитовский проезд, 16с2, Москва, квартира",Выставочная,14,15.0,Монолитные,https://msk.etagi.com/realty/11974288/
all-presnenskii,24000000,43.9,2,2,9,"2к, 43.9м², 2/9 этаж, ул. Малая Грузинская, 12, Москва, квартира",Краснопресненская,8,5.0,Монолитные,https://msk.etagi.com/realty/12207056/
all-presnenskii,31200000,79.1,3,2,51,"3к, 79.1м², 2/51 этаж, ул. Шмитовский проезд, 39к6, Москва, квартира",Шелепиха Тестовская,5,19.0,Монолитные,https://msk.etagi.com/realty/12240507/
all-grospekt_vernandskogo,50500000,78.4,2,3,25,"2к, 78.4м², 3/25 этаж, ул. Удальцова, 17к1, Москва, квартира",В,3,14.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10668006/
all-grospekt_vernandskogo,45800000,117.0,4,8,16,"4к, 117м², 8/16 этаж, ул. Удальцова, 3к13, Москва, квартира",До метро Проспект Вернадского и Новаторская -,10,35.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10960762/
all-grospekt_vernandskogo,95000000,184.0,4,12,30,"4к, 184м², 12/30 этаж, ул. Ленинский проспект, 106к1, Москва, квартира",Новаторская,8,25.0,Монолитные,https://msk.etagi.com/realty/11777548/
all-grospekt_vernandskogo,18990000,47.1,2,12,14,"2к, 47.1м², 12/14 этаж, ул. Ленинский проспект, 130к2, Москва, квартира",-,10,9.0,Панельные,https://msk.etagi.com/realty/11778241/
all-grospekt_vernandskogo,27580000,59.6,2,16,25,"2к, 59.6м², 16/25 этаж, ул. Удальцова, 19к2, Москва, квартира",Проспект Вернадского,8,9.8,Монолитные,https://msk.etagi.com/realty/8482053/
all-ramenki,20400000,26.5,0,18,49,"26.5м², 18/49 этаж, ул. Василия Ланового, 6к3, Москва, квартира",Аминьевская,9,10.0,Монолитные,https://msk.etagi.com/realty/12135038/
all-ramenki,41900000,64.8,2,9,41,"2к, 64.8м², 9/41 этаж, ул. 1-й Сетуньский проезд, 8, Москва, квартира",На карте Кутузовская,15,18.0,Монолитные,https://msk.etagi.com/realty/12141200/
all-ramenki,33000000,64.0,3,2,8,"3к, 64м², 2/8 этаж, ул. Университетский проспект, 21к4, Москва, квартира",На карте Ломоносовский проспект,11,7.0,Кирпич красный,https://msk.etagi.com/realty/12177160/
all-ramenki,48000000,106.1,3,37,42,"3к, 106.1м², 37/42 этаж, ул. Лобачевского, 120к1, Москва, квартира",Аминьевская,3,30.0,Монолитные,https://msk.etagi.com/realty/12265093/
all-ramenki,23990000,28.5,0,3,29,"28.5м², 3/29 этаж, ул. Мосфильмовская, 100, Москва, квартира",Аминьевская,3,5.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12268643/
all-ramenki,52000000,100.1,3,9,13,"3к, 100.1м², 9/13 этаж, ул. Столетова, 7к1, Москва, квартира",На карте Раменки,12,15.3,Монолитные,https://msk.etagi.com/realty/11833478/
all-ramenki,18300000,23.5,0,18,49,"23.5м², 18/49 этаж, ул. Василия Ланового, 6к3, Москва, квартира",Аминьевская,9,16.5,Монолитные,https://msk.etagi.com/realty/11837275/
all-ramenki,42950000,78.3,3,12,12,"3к, 78.3м², 12/12 этаж, ул. Мосфильмовская, 11к3, Москва, квартира",На карте Ломоносовский проспект,18,8.0,Кирпичные,https://msk.etagi.com/realty/11881831/
all-ramenki,29000000,46.1,2,18,31,"2к, 46.1м², 18/31 этаж, ул. Василия Ланового, 5, Москва, квартира",На карте Матвеевская Аминьевская,9,22.0,"Кирпичные, монолитно-каркасные",https://msk.etagi.com/realty/10272987/
all-ramenki,39500000,74.5,2,2,12,"2к, 74.5м², 2/12 этаж, ул. Мосфильмовская, 11к4, Москва, квартира",На карте Ломоносовский проспект,17,9.0,Кирпичные,https://msk.etagi.com/realty/10289461/
all-ramenki,21000000,28.9,0,3,32,"28.9м², 3/32 этаж, ул. Василия Ланового, 7с1, Москва, квартира",Мичуринский проспект,8,3.9,Монолитные,https://msk.etagi.com/realty/10304982/
all-ramenki,24000000,53.6,2,3,17,"2к, 53.6м², 3/17 этаж, ул. Раменки, 25к2, Москва, квартира",Мичуринский проспект,9,9.2,Панельные,https://msk.etagi.com/realty/10367400/
all-ramenki,30000000,46.0,2,13,31,"2к, 46м², 13/31 этаж, ул. Василия Ланового, 5, Москва, квартира",На карте Матвеевская Аминьевская,9,9.0,"Кирпичные, монолитно-каркасные",https://msk.etagi.com/realty/10395101/
all-ramenki,40200000,78.2,2,42,52,"2к, 78.2м², 42/52 этаж, ул. Мичуринский проспект, 56, Москва, квартира",Мичуринский проспект,12,26.0,Монолитные,https://msk.etagi.com/realty/10441215/
all-ramenki,20000000,45.7,2,6,9,"2к, 45.7м², 6/9 этаж, ул. Мосфильмовская, 4а, Москва, квартира",Кутузовская Поклонная,14,4.0,Монолитно-Каркасные,https://msk.etagi.com/realty/10494404/
all-ramenki,53700000,98.0,4,9,25,"4к, 98м², 9/25 этаж, ул. Янковского, 1к1, Москва, квартира",,,30.0,Кирпичные,https://msk.etagi.com/realty/5891722/
all-ramenki,500000000,221.4,4,4,6,"4к, 221.4м², 4/6 этаж, ул. Минская, 2вк6, Москва, квартира",Минская,12,9.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/6788860/
all-ramenki,123500000,195.0,4,28,30,Посмотреть 5 фото,Мичуринский проспект,9,38.8,Монолитный железобетонный каркас,https://msk.etagi.com/realty/7664593/
all-ramenki,320000000,250.0,5,3,12,"5к, 250м², 3/12 этаж, ул. Сергея Бондарчука, 6, Москва, квартира",Мичуринский проспект,8,45.0,Монолитные,https://msk.etagi.com/realty/7696418/
all-ramenki,47400000,102.3,4,11,17,"4к, 102.3м², 11/17 этаж, ул. Мичуринский проспект, 21к2, Москва, квартира",находится в,5,20.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/7703251/
all-ramenki,38800000,60.7,2,34,38,"2к, 60.7м², 34/38 этаж, ул. Мосфильмовская, 98к1, Москва, квартира",Аминьевская,6,14.6,Монолитные,https://msk.etagi.com/realty/7804434/
all-ramenki,95000000,155.0,4,35,38,"4к, 155м², 35/38 этаж, ул. Мосфильмовская, 70к1, Москва, квартира",Минская Минская,15,55.0,Арбоблок,https://msk.etagi.com/realty/7826453/
all-rostokino,14800000,38.5,2,13,14,"2к, 38.5м², 13/14 этаж, ул. Малахитовая, 8к2, Москва, квартира",мин пешком или,7,6.0,Монолитные,https://msk.etagi.com/realty/11845833/
all-rostokino,41590000,66.0,3,16,29,"3к, 66м², 16/29 этаж, ул. Вильгельма Пика, 1к1, Москва, квартира",На карте Ботанический сад,17,12.7,Монолитные,https://msk.etagi.com/realty/12065725/
all-rostokino,16500000,44.0,2,3,9,"2к, 44м², 3/9 этаж, ул. Малахитовая, 13к1, Москва, квартира",Всего,10,6.0,Сборно-монолитный железобетонный каркас,https://msk.etagi.com/realty/12094751/
all-rostokino,34500000,98.0,4,23,38,"4к, 98м², 23/38 этаж, ул. проспект Мира, 188бк4, Москва, квартира",Ростокино,12,10.0,Монолитные,https://msk.etagi.com/realty/12176560/
all-ryazanskii,13500000,27.7,0,5,31,"27.7м², 5/31 этаж, ул. Зеленодольская, 1а, Москва, квартира",Рязанский проспект,2,5.0,Монолитные,https://msk.etagi.com/realty/11952001/
all-ryazanskii,15800000,32.2,0,8,31,"32.2м², 8/31 этаж, ул. Зеленодольская, 1а, Москва, квартира",Рязанский проспект,2,5.0,Монолитные,https://msk.etagi.com/realty/12011433/
all-ryazanskii,24000000,59.9,2,2,23,"2к, 59.9м², 2/23 этаж, ул. 2-й Грайвороновский проезд, 44к3, Москва, квартира",Стахановская,3,9.0,Блочные,https://msk.etagi.com/realty/12113479/
all-ryazanskii,12200000,32.6,1,4,5,"1к, 32.6м², 4/5 этаж, ул. Михайлова, 19, Москва, квартира",Плющево,9,6.0,Монолитные,https://msk.etagi.com/realty/12135502/
all-ryazanskii,16900000,64.0,3,3,9,"3к, 64м², 3/9 этаж, ул. 4-й Вешняковский проезд, 7, Москва, квартира",На карте Вешняки,3,9.0,Панельные,https://msk.etagi.com/realty/12160852/
all-ryazanskii,14300000,29.1,0,3,23,"29.1м², 3/23 этаж, ул. 2-й Грайвороновский проезд, 44, Москва, квартира",Стахановская,6,5.0,Монолитные,https://msk.etagi.com/realty/12221232/
all-savelki,25000000,93.0,5,13,14,Посмотреть 7 фото,Крюково,21,10.0,Панельные,https://msk.etagi.com/realty/12218408/
all-savelovskii,16200000,44.5,2,4,9,"2к, 44.5м², 4/9 этаж, ул. 2-я Хуторская, 27, Москва, квартира",Дмитровская,8,6.0,Панельные,https://msk.etagi.com/realty/11940520/
all-savelovskii,15900000,42.0,2,1,5,"2к, 42м², 1/5 этаж, ул. Башиловская, 25, Москва, квартира",,,5.6,Кирпичные,https://msk.etagi.com/realty/12112419/
all-savelovskii,24000000,43.2,2,19,25,"2к, 43.2м², 19/25 этаж, ул. Старый Петровско-Разумовский проезд, 1, Москва, квартира",,,6.3,Монолитно-заливные,https://msk.etagi.com/realty/12183786/
all-savelovskii,13300000,28.9,1,1,5,"1к, 28.9м², 1/5 этаж, ул. Юннатов, 15к2, Москва, квартира",,,6.0,Панельные,https://msk.etagi.com/realty/12243038/
all-sviblovo,14900000,30.0,2,9,18,"2к, 30м², 9/18 этаж, ул. Берёзовая аллея, 19к6, Москва, апартаменты",Ботанический сад,14,3.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/12041835/
all-sviblovo,14700000,30.6,2,14,18,"2к, 30.6м², 14/18 этаж, ул. Берёзовая аллея, 19к4, Москва, апартаменты",Ботанический сад,17,3.0,Монолитные,https://msk.etagi.com/realty/12041947/
all-sviblovo,32200000,61.9,2,,,"2к, 61.9м², 7 этаж, ул. Сельскохозяйственная, 38/1с3, Москва, квартира",Ботанический сад,9,9.0,Кирпичные,https://msk.etagi.com/realty/12044597/
all-sviblovo,12100000,49.0,2,3,18,"2к, 49м², 3/18 этаж, ул. Берёзовая аллея, 19к4, Москва, квартира",Ботанический сад,17,11.0,Монолитные,https://msk.etagi.com/realty/12091307/
all-sviblovo,33000000,61.9,2,7,23,"2к, 61.9м², 7/23 этаж, ул. Сельскохозяйственная, 38к1, Москва, квартира",Ботанический сад,9,10.9,Монолитно-Кирпичный,https://msk.etagi.com/realty/12097327/
all-sviblovo,16200000,32.1,2,14,18,"2к, 32.1м², 14/18 этаж, ул. Берёзовая аллея, 19к1, Москва, апартаменты",а в,5,6.0,Монолитные,https://msk.etagi.com/realty/12257244/
all-sever_bytovo,13700000,35.7,1,7,17,"1к, 35.7м², 7/17 этаж, ул. Грина, 1к5, Москва, квартира",-,13,10.0,Панельные,https://msk.etagi.com/realty/10400623/
all-sever_bytovo,15700000,51.0,3,,,Посмотреть 6 фото,,,12.0,,https://msk.etagi.com/realty/10516827/
all-sever_bytovo,30000000,89.5,4,14,16,"4к, 89.5м², 14/16 этаж, ул. Академика Глушко, 6, Москва, квартира",До метро Дмитрия Донского пешком,10,12.0,Панельные,https://msk.etagi.com/realty/10832508/
all-sever_bytovo,12500000,37.0,1,10,17,"1к, 37м², 10/17 этаж, ул. Куликовская, 7, Москва, квартира",Улица Старокачаловская,14,10.0,,https://msk.etagi.com/realty/11964369/
all-sever_bytovo,16500000,40.0,1,17,22,"1к, 40м², 17/22 этаж, ул. Знаменские Садки, 1к1, Москва, квартира",,,10.0,Панельные,https://msk.etagi.com/realty/12241279/
all-sever_izmailovo,5550000,15.8,0,1,18,"15.8м², 1/18 этаж, ул. 5-я Парковая, 62б, Москва, квартира",Щёлковская,9,5.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/11696455/
all-sever_izmailovo,14690000,46.9,2,1,14,"2к, 46.9м², 1/14 этаж, ул. 15-я Парковая, 40к5, Москва, квартира",Щёлковская,23,10.0,Блоки железобетонные,https://msk.etagi.com/realty/12147057/
all-sever_medvedkovo,15200000,37.9,1,9,14,"1к, 37.9м², 9/14 этаж, ул. Студёный проезд, 12, Москва, квартира",,,7.4,Панельные,https://msk.etagi.com/realty/11698962/
all-sever_medvedkovo,41000000,118.0,4,11,17,"4к, 118м², 11/17 этаж, ул. Широкая, 30, Москва, квартира",На карте Медведково,17,9.0,Монолитные,https://msk.etagi.com/realty/11765960/
all-sever_medvedkovo,11690000,38.5,1,7,16,"1к, 38.5м², 7/16 этаж, ул. проезд Шокальского, 55к2, Москва, квартира",На карте Медведково,8,12.5,Сборно-монолитный железобетонный каркас,https://msk.etagi.com/realty/12010627/
all-sever_medvedkovo,19700000,62.7,4,1,9,"4к, 62.7м², 1/9 этаж, ул. Широкая, 11, Москва, квартира",Медведково,2,6.0,Панельные,https://msk.etagi.com/realty/12135866/
all-sever_medvedkovo,19000000,46.5,2,10,14,"2к, 46.5м², 10/14 этаж, ул. Широкая, 3к1, Москва, квартира",- ТЦ Глобус в,4,9.0,Сборно-монолитный железобетонный каркас,https://msk.etagi.com/realty/12273966/
all-sever_tushino,13650000,35.0,1,16,17,"1к, 35м², 16/17 этаж, ул. Вилиса Лациса, 27к1, Москва, квартира",,,10.0,Панельные,https://msk.etagi.com/realty/11883156/
all-sever_tushino,19950000,66.24,3,2,12,"3к, 66.24м², 2/12 этаж, ул. бульвар Яна Райниса, 26к2, Москва, квартира",Сходненская,24,10.7,Блочные,https://msk.etagi.com/realty/11915535/
all-sever_tushino,21500000,57.7,2,11,11,"2к, 57.7м², 11/11 этаж, ул. Героев Панфиловцев, 31, Москва, квартира",На карте Планерная,23,10.0,Монолитные,https://msk.etagi.com/realty/11963262/
all-sever_tushino,17770000,44.3,2,3,12,"2к, 44.3м², 3/12 этаж, ул. Свободы, 81с5, Москва, квартира",Планерная,6,6.2,Панельные,https://msk.etagi.com/realty/12040849/
all-sever_tushino,3800000,45.0,2,4,12,"2к, 45м², 4/12 этаж, ул. Фомичёвой, 9, Москва, квартира",На карте Сходненская,9,12.0,Панельные,https://msk.etagi.com/realty/12265674/
all-severnyi,16800000,42.9,2,12,20,"2к, 42.9м², 12/20 этаж, ул. Новодачная, 67/68, Москва, апартаменты",Новодачная,6,10.0,Монолитный железобетонный каркас,https://msk.etagi.com/realty/10276223/
all-severnyi,10390000,26.8,0,15,20,"26.8м², 15/20 этаж, ул. Новодачная, 67/68, Москва, апартаменты",Новый термокомплекс с бассейном в,2,4.8,Монолитный железобетонный каркас,https://msk.etagi.com/realty/10396982/
all-severnyi,13700000,34.3,1,17,17,"1к, 34.3м², 17/17 этаж, ул. Дмитровское шоссе, 169к3, Москва, квартира",До Метро Физтех,15,10.0,Панельные,https://msk.etagi.com/realty/10849214/
all-severnyi,26500000,81.3,3,9,17,"3к, 81.3м², 9/17 этаж, ул. Дмитровское шоссе, 169к3, Москва, квартира",Физтех,18,10.0,Панельные,https://msk.etagi.com/realty/12136612/
all-silino,16500000,63.7,3,,,Посмотреть 11 фото,Крюково,24,10.0,,https://msk.etagi.com/realty/10958836/
all-sokol,7500000,32.0,0,1,6,"32м², 1/6 этаж, ул. Новопесчаная, 21к2, Москва, апартаменты",Зорге,12,9.0,Кирпичные,https://msk.etagi.com/realty/10369928/
all-sokol,22750000,47.6,1,7,16,"1к, 47.6м², 7/16 этаж, ул. Зорге, вл25, Москва, квартира",Панфиловская Зорге,5,8.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/10852725/
all-sokol,22869000,48.3,2,3,4,"2к, 48.3м², 3/4 этаж, ул. Новопесчаная, 11/6, Москва, квартира",Сокол,9,7.5,Кирпичные,https://msk.etagi.com/realty/11836430/
all-sokol,35600000,86.4,3,8,9,"3к, 86.4м², 8/9 этаж, ул. Алабяна, 10к2, Москва, квартира",Панфиловская,5,9.0,Кирпичные,https://msk.etagi.com/realty/12264764/
all-sokolinaya_gora,19400000,54.8,3,2,5,"3к, 54.8м², 2/5 этаж, ул. 5-я улица Соколиной Горы, 19, Москва, квартира",На карте Соколиная Гора,12,5.5,Кирпич красный,https://msk.etagi.com/realty/11977482/
all-sokolinaya_gora,14800000,41.5,2,4,5,"2к, 41.5м², 4/5 этаж, ул. Семёновский переулок, 18а, Москва, квартира",На карте Семёновская,6,6.0,Кирпичные,https://msk.etagi.com/realty/11997463/
all-sokolinaya_gora,11800000,33.0,0,1,12,"33м², 1/12 этаж, ул. Щербаковская, 16, Москва, апартаменты",На карте Семёновская,6,,Монолитные,https://msk.etagi.com/realty/12148411/
all-sokolinaya_gora,23500000,66.7,3,4,5,"3к, 66.7м², 4/5 этаж, ул. Окружной проезд, 14к1, Москва, квартира",Измайлово,2,9.0,Блочные+Кирпич,https://msk.etagi.com/realty/12155801/
all-sokolniki,24100000,47.5,2,13,21,"2к, 47.5м², 13/21 этаж, ул. Сокольнический Вал, 3, Москва, квартира",На карте Рижская,15,10.0,Монолитные,https://msk.etagi.com/realty/11680219/
all-sokolniki,15500000,43.4,2,2,4,"2к, 43.4м², 2/4 этаж, ул. 2-я Рыбинская, 13, Москва, апартаменты",На карте Рижская,18,9.0,Монолитно-Кирпичный,https://msk.etagi.com/realty/11825360/
all-sokolniki,11900000,22.0,0,1,5,"22м², 1/5 этаж, ул. Бабаевская, 1/8с1, Москва, апартаменты",Сокольники,9,2.0,Кирпич полнотельный,https://msk.etagi.com/realty/12221567/
all-solncevo,22990000,68.9,2,22,25,Посмотреть 16 фото,На карте Говорово,5,10.1,Блоки железобетонные,https://msk.etagi.com/realty/12114084/
all-solncevo,23000000,68.2,2,16,25,"2к, 68.2м², 16/25 этаж, ул. Боровское шоссе, 2к5, Москва, квартира",На карте Говорово,3,10.0,Панельные,https://msk.etagi.com/realty/12231971/
all-solncevo,15200000,45.0,2,5,9,"2к, 45м², 5/9 этаж, ул. 50 лет Октября, 25, Москва, квартира",На карте Говорово,6,6.0,Панельные,https://msk.etagi.com/realty/12273530/
