source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link
all,15700000,33.4,1,5,43,"Москва, ул. Строительный проезд, 9с1 (16 км до центра)",55.836676,37.422243,Тушинская,30,7.2,чистовая отделка,монолитные,,,не угловая,,9с1,Двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12574274/
all,21000000,54.0,2,2,17,"Москва, ул. Камчатская, 23",55.829123,37.82211,Щёлковская,45,10.0,косметический ремонт,блоки железобетонные,,,не угловая,,23,Детская площадка,,нет,https://msk.etagi.com/realty/12575381/
all,16500000,62.2,4,,,"Москва, ул. проезд Шокальского, 27к1",55.880364,37.646085,Медведково,15,10.0,евроремонт,,,,не угловая,,27к1,Детская площадка,,нет,https://msk.etagi.com/realty/12558857/
all,27400000,81.6,3,19,23,"Москва, ул. Молодцова, 29к2 (11 км до центра)",55.878617,37.624992,Бибирево,30,12.0,евроремонт,панельные,2008,2.8,не угловая,пассажирский и грузовой,29к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12561309/
all,13000000,22.0,0,14,25,"Москва, ул. Тагильская, 2к1 (11 км до центра)",55.818028,37.748475,Бульвар Рокоссовского,15,4.0,,монолитно-заливные,,,не угловая,,2к1,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12561572/
all,11000000,32.8,1,3,9,"Москва, ул. Профсоюзная, 136к2",55.628988,37.511158,Коньково,15,6.0,косметический ремонт,блочные,,,не угловая,,136к2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12562083/
all,42500000,130.0,3,5,33,"Москва, ул. 1-й Нагатинский проезд, 11к3 (9 км до центра)",55.676585,37.634092,Нагатинская,15,9.0,,монолитные,2011,2.64,не угловая,"пассажирский, грузовой",11к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12562279/
all,33500000,83.8,2,13,20,"Москва, ул. Автозаводская, 26/1к4 (6 км до центра)",55.705853,37.631874,Тульская,15,10.0,черновая отделка,монолитные,,,не угловая,,26/1к4,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12562418/
all,5600000,13.0,0,2,5,"Москва, ул. площадь Журавлёва, 2с2",55.784015,37.702292,,,3.0,евроремонт,кирпичные,,,не угловая,,2с2,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12562482/
all,43000000,75.0,3,5,6,"Москва, ул. Новослободская, 57/65 (5 км до центра)",55.787948,37.592114,Савёловская,15,9.0,евроремонт,кирпичные,,,не угловая,,57/65,Детская площадка,,нет,https://msk.etagi.com/realty/12562929/
all,19600000,48.5,2,5,5,"Москва, ул. Новозаводская, 2к3 (13 км до центра)",55.748518,37.514419,Фили,15,8.0,требует ремонта / частичный ремонт,кирпичные,1952,3.0,не угловая,,2к3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12562945/
all,19900000,45.6,2,6,12,"Москва, ул. Милашенкова, 10",55.82662,37.582565,Фонвизинская,15,6.0,косметический ремонт,блочные,1980,2.65,не угловая,"пассажирский, грузовой",10,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12563065/
all,23600000,53.5,3,1,5,"Москва, ул. Мосфильмовская, 27 (9 км до центра)",55.713131,37.51308,Ломоносовский проспект,15,5.6,косметический ремонт,кирпичные,,,не угловая,,27,Детская площадка,,нет,https://msk.etagi.com/realty/12563407/
all,27000000,41.5,1,18,28,"Москва, ул. бульвар Братьев Весниных, 2",55.698807,37.63853,ЗИЛ,15,12.0,без отделки,монолитно-кирпичный,2020,3.0,не угловая,,2,Парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12556204/
all,21500000,52.8,2,2,16,"Москва, ул. Маршала Тимошенко, 44",55.751168,37.40469,Крылатское,15,9.0,косметический ремонт,кирпичные,1979,2.64,не угловая,пассажирский,44,Двор,"наземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/12556450/
all,15300000,32.7,1,7,9,"Москва, ул. Паустовского, 3 (17 км до центра)",55.600206,37.542913,Новоясеневская,15,6.0,,панельные,1977,2.64,не угловая,пассажирский,3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12556489/
all,17200000,36.3,1,3,40,"Москва, ул. 1-й Грайвороновский проезд, 2/2 (8 км до центра)",55.719511,37.728505,Новохохловская,30,15.0,без отделки,монолитно-заливные,2027,,не угловая,,2/2,Двор,,нет,https://msk.etagi.com/realty/12556725/
all,23000000,37.2,1,2,21,"Москва, ул. Очаковское шоссе, 9а (12 км до центра)",55.693683,37.460259,Аминьевская,15,9.0,евроремонт,монолитные,2023,2.74,не угловая,,9а,Двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12556880/
all,16000000,31.8,1,14,21,"Москва, ул. Сокольнический Вал, 1 (5 км до центра)",55.794188,37.652795,Рижская,15,9.5,,монолитные,2023,2.7,не угловая,,1,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12556911/
all,97000000,122.9,4,23,24,"Москва, ул. Кастанаевская, 66",55.732235,37.456873,Кунцевская,15,9.0,косметический ремонт,монолитно-кирпичный,2021,2.9,не угловая,"пассажирский, грузовой",66,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12557501/
all,25500000,76.7,3,9,9,"Москва, ул. Вешняковская, 2",55.73772,37.820502,Новогиреево,15,8.3,косметический ремонт,панельные,,,не угловая,,2,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12557594/
all,18750000,41.7,2,4,5,"Москва, ул. Поклонная, 8 (12 км до центра)",55.736382,37.530211,Кутузовская,15,9.0,требует ремонта / частичный ремонт,панельные,1962,,угловая,,8,Двор,наземный паркинг,нет,https://msk.etagi.com/realty/12557599/
all,22500000,44.9,2,6,9,"Москва, ул. Винницкая, 11",55.698046,37.491242,Раменки,15,6.0,,арболитовые,1970,2.64,не угловая,пассажирский,11,Двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12557621/
all,33900000,65.0,3,5,8,"Москва, ул. Новая Басманная, 4-6с3",55.768881,37.653864,МЦД Казанский вокзал,15,9.0,косметический ремонт,кирпичные,1932,2.64,не угловая,"пассажирский, грузовой",4-6с3,Двор,наземный паркинг,есть,https://msk.etagi.com/realty/12557623/
all,14700000,34.8,1,3,9,"Москва, ул. 3-я Карачаровская, 9к1",55.734719,37.749032,Стахановская,15,6.0,косметический ремонт,кирпичные,1968,2.64,не угловая,"пассажирский, грузовой",9к1,Двор,,нет,https://msk.etagi.com/realty/12547056/
all,12800000,38.0,1,13,17,"Москва, ул. Ангарская, 20к1",55.874935,37.516323,Грачёвская,15,8.0,косметический ремонт,панельные,,,не угловая,"пассажирский, грузовой",20к1,Двор,,нет,https://msk.etagi.com/realty/12547251/
